race_id,race_date,race_no,race_type,category,profile,horse_count,status,ideal_weight_json
225334,01.06.2026,1,Maiden,MAIDEN,MAIDEN,6,ok,"{""agf_score"": 13.936, ""bounce_score"": 2.312, ""form_trend"": 2.806, ""hp_score"": 15.415, ""track_suit"": 9.403, ""trainer_score"": 14.336, ""training_degree_score"": 35.178, ""training_fitness"": 6.613}"
225346,01.06.2026,2,ŞARTLI 4/DHÖW,SARTLI,SART4,9,ok,"{""bounce_score"": 0.711, ""degree_avg"": 6.092, ""degree_stability"": 2.304, ""degree_trend"": 16.213, ""distance_suit"": 25.979, ""form_trend"": 14.009, ""hp_score"": 25.064, ""jockey_score"": 0.284, ""pace_score"": 4.267, ""pedigree"": 1.119, ""trainer_score"": 3.617, ""training_degree_score"": 0.341}"
225335,01.06.2026,3,Maiden,MAIDEN,MAIDEN,7,ok,"{""agf_score"": 28.542, ""bounce_score"": 7.038, ""degree_avg"": 6.475, ""degree_stability"": 23.991, ""distance_suit"": 7.507, ""pace_score"": 7.038, ""pedigree"": 1.58, ""trainer_score"": 7.022, ""weight_impact"": 10.807}"
225344,01.06.2026,4,ŞARTLI 5,SARTLI,SART5,10,ok,"{""bounce_score"": 8.966, ""degree_stability"": 3.528, ""distance_suit"": 7.524, ""form_trend"": 12.148, ""hp_score"": 8.602, ""jockey_score"": 18.437, ""pace_score"": 3.41, ""track_suit"": 4.016, ""training_degree_score"": 7.998, ""training_fitness"": 20.263, ""weight_impact"": 5.109}"
225343,01.06.2026,5,Handikap 15/Dişi /H2,HANDIKAP,HANDIKAP15|Cim,14,ok,"{""bounce_score"": 37.871, ""degree_stability"": 18.435, ""degree_trend"": 7.327, ""form_trend"": 1.976, ""hp_score"": 24.613, ""pace_score"": 0.988, ""track_suit"": 0.715, ""trainer_score"": 8.075}"
225347,01.06.2026,6,G 3/DHT,GRUP,GRUP,11,ok,"{""bounce_score"": 26.502, ""degree_avg"": 15.065, ""degree_trend"": 0.774, ""distance_suit"": 11.14, ""form_trend"": 2.631, ""hp_score"": 8.571, ""jockey_score"": 8.81, ""pedigree"": 1.872, ""track_suit"": 5.625, ""trainer_score"": 3.577, ""training_degree_score"": 1.748, ""training_fitness"": 8.719, ""weight_impact"": 4.966}"
225342,01.06.2026,7,ŞARTLI 3,SARTLI,SART3,14,ok,"{""bounce_score"": 28.982, ""degree_avg"": 15.357, ""degree_trend"": 1.4, ""distance_suit"": 15.66, ""form_trend"": 6.624, ""hp_score"": 23.975, ""pace_score"": 1.751, ""pedigree"": 0.696, ""track_suit"": 5.555}"
225348,01.06.2026,8,KV-6/DHÖW,KV,KV,5,ok,"{""degree_avg"": 59.777, ""distance_suit"": 21.974, ""hp_score"": 18.25}"
225345,01.06.2026,9,Handikap 15 /H2,HANDIKAP,HANDIKAP15|Cim,19,ok,"{""form_trend"": 21.503, ""jockey_score"": 12.631, ""track_suit"": 16.198, ""training_degree_score"": 43.38, ""training_fitness"": 6.287}"
225351,02.06.2026,1,Maiden/DHÖW/Dişi,MAIDEN,MAIDEN,11,ok,"{""agf_score"": 16.431, ""degree_avg"": 11.246, ""distance_suit"": 16.345, ""form_trend"": 10.75, ""hp_score"": 36.113, ""pace_score"": 2.66, ""track_suit"": 6.455}"
225357,02.06.2026,1,ŞARTLI 3/DHÖW,SARTLI,SART3,6,ok,"{""bounce_score"": 1.096, ""degree_avg"": 7.35, ""degree_stability"": 11.032, ""degree_trend"": 3.784, ""distance_suit"": 5.26, ""form_trend"": 13.457, ""hp_score"": 32.876, ""jockey_score"": 10.301, ""pedigree"": 2.133, ""track_suit"": 3.273, ""trainer_score"": 2.352, ""training_fitness"": 0.365, ""weight_impact"": 6.721}"
225356,02.06.2026,2,Handikap 16 /H1,HANDIKAP,HANDIKAP16|Kum,4,ok,"{""bounce_score"": 16.958, ""degree_stability"": 21.457, ""distance_suit"": 11.317, ""form_trend"": 4.534, ""pace_score"": 8.033, ""pedigree"": 0.143, ""track_suit"": 5.552, ""trainer_score"": 14.12, ""training_degree_score"": 9.336, ""training_fitness"": 0.446, ""weight_impact"": 8.104}"
225360,02.06.2026,2,ŞARTLI 2,SARTLI,SARTLI,9,ok,"{""degree_trend"": 21.089, ""distance_suit"": 13.703, ""form_trend"": 15.194, ""hp_score"": 28.119, ""pedigree"": 1.861, ""track_suit"": 8.497, ""trainer_score"": 3.351, ""training_degree_score"": 6.725, ""weight_impact"": 1.462}"
225350,02.06.2026,3,ŞARTLI 1/Dişi,SARTLI,SART1,10,ok,"{""agf_score"": 78.862, ""trainer_score"": 21.138}"
225361,02.06.2026,3,Handikap 14 /H2,HANDIKAP,HANDIKAP14|Kum,7,ok,"{""degree_avg"": 20.761, ""degree_stability"": 19.434, ""degree_trend"": 6.634, ""distance_suit"": 16.407, ""form_trend"": 10.193, ""hp_score"": 12.464, ""jockey_score"": 3.831, ""pace_score"": 4.672, ""training_fitness"": 5.606}"
225353,02.06.2026,4,Maiden/DHÖW/Dişi,MAIDEN,MAIDEN,11,ok,"{""agf_score"": 27.06, ""bounce_score"": 8.136, ""degree_avg"": 0.163, ""degree_stability"": 8.676, ""degree_trend"": 4.629, ""distance_suit"": 18.628, ""form_trend"": 7.19, ""hp_score"": 21.013, ""pace_score"": 3.212, ""pedigree"": 1.293}"
225358,02.06.2026,4,Handikap 16/DHÖW /H2,HANDIKAP,HANDIKAP16|Cim,10,ok,"{""degree_stability"": 25.761, ""degree_trend"": 21.208, ""distance_suit"": 11.723, ""jockey_score"": 10.345, ""pace_score"": 5.283, ""pedigree"": 0.891, ""trainer_score"": 10.903, ""training_degree_score"": 2.818, ""training_fitness"": 11.069}"
225359,02.06.2026,5,ŞARTLI 4/DHÖW/Dişi,SARTLI,SART4,8,ok,"{""degree_avg"": 7.285, ""degree_stability"": 3.926, ""distance_suit"": 15.828, ""form_trend"": 14.898, ""hp_score"": 14.715, ""jockey_score"": 8.655, ""pace_score"": 5.013, ""pedigree"": 8.577, ""trainer_score"": 7.057, ""training_degree_score"": 14.046}"
225363,02.06.2026,5,Handikap 16 /H2,HANDIKAP,HANDIKAP16|Kum,10,ok,"{""bounce_score"": 6.085, ""degree_stability"": 10.573, ""distance_suit"": 5.616, ""form_trend"": 10.507, ""hp_score"": 21.695, ""jockey_score"": 6.612, ""pace_score"": 2.173, ""pedigree"": 1.003, ""track_suit"": 29.588, ""weight_impact"": 6.149}"
225354,02.06.2026,6,ŞARTLI 4,SARTLI,SART4,6,ok,"{""degree_avg"": 71.542, ""pedigree"": 3.811, ""trainer_score"": 24.167, ""weight_impact"": 0.48}"
225365,02.06.2026,6,ŞARTLI 5/DHÖW,SARTLI,SART5,9,ok,"{""degree_stability"": 43.818, ""degree_trend"": 1.215, ""form_trend"": 23.23, ""hp_score"": 17.647, ""jockey_score"": 0.528, ""pace_score"": 2.642, ""track_suit"": 10.919}"
225355,02.06.2026,7,SATIŞ 3,SATIS,SATIS,6,ok,"{""bounce_score"": 0.0, ""degree_avg"": 4.234, ""degree_stability"": 7.66, ""degree_trend"": 18.372, ""distance_suit"": 19.288, ""form_trend"": 6.156, ""hp_score"": 22.783, ""pace_score"": 2.844, ""pedigree"": 0.423, ""track_suit"": 12.02, ""trainer_score"": 1.763, ""training_fitness"": 2.18, ""weight_impact"": 2.275}"
225362,02.06.2026,7,ŞARTLI 4,SARTLI,SART4,8,ok,"{""bounce_score"": 19.223, ""degree_avg"": 15.087, ""degree_stability"": 8.266, ""distance_suit"": 5.908, ""form_trend"": 7.073, ""hp_score"": 24.233, ""jockey_score"": 5.271, ""pace_score"": 3.604, ""track_suit"": 6.551, ""training_degree_score"": 1.529, ""training_fitness"": 3.256}"
225349,02.06.2026,8,ŞARTLI 1/Dişi,SARTLI,SART1,12,ok,"{""agf_score"": 91.473, ""trainer_score"": 4.702, ""training_fitness"": 3.824}"
225352,02.06.2026,8,Maiden/DHÖW/Dişi,MAIDEN,MAIDEN,11,ok,"{""agf_score"": 20.882, ""bounce_score"": 6.923, ""degree_stability"": 6.871, ""distance_suit"": 14.505, ""form_trend"": 9.333, ""hp_score"": 23.696, ""pace_score"": 2.245, ""pedigree"": 1.392, ""track_suit"": 7.69, ""training_degree_score"": 6.463}"
225364,02.06.2026,9,Handikap 16/DHÖW /H2,HANDIKAP,HANDIKAP16|Kum,13,ok,"{""degree_stability"": 24.28, ""degree_trend"": 12.213, ""distance_suit"": 2.693, ""form_trend"": 20.709, ""jockey_score"": 1.477, ""pace_score"": 7.262, ""pedigree"": 7.147, ""track_suit"": 3.232, ""trainer_score"": 5.888, ""weight_impact"": 15.099}"
225374,03.06.2026,1,ŞARTLI 5/DHÖW,SARTLI,SART5,9,ok,"{""degree_avg"": 36.84, ""degree_stability"": 1.24, ""degree_trend"": 6.896, ""hp_score"": 31.436, ""jockey_score"": 7.823, ""pace_score"": 3.611, ""track_suit"": 4.742, ""trainer_score"": 7.414}"
225372,03.06.2026,2,ŞARTLI 4/Y2,SARTLI,SART4,7,ok,"{""age_score"": 16.313, ""bounce_score"": 0.816, ""distance_suit"": 4.706, ""form_trend"": 15.326, ""hp_score"": 29.788, ""jockey_score"": 6.313, ""pace_score"": 7.341, ""pedigree"": 0.767, ""trainer_score"": 7.79, ""training_degree_score"": 5.946, ""training_fitness"": 4.894}"
225366,03.06.2026,3,ŞARTLI 1/DHÖW,SARTLI,SART1,11,ok,"{""agf_score"": 60.077, ""pedigree"": 9.037, ""trainer_score"": 30.17, ""training_fitness"": 0.715}"
225373,03.06.2026,4,Handikap 21 /H1,HANDIKAP,HANDIKAP,7,ok,"{""age_score"": 20.377, ""bounce_score"": 12.226, ""degree_avg"": 18.074, ""degree_stability"": 7.397, ""degree_trend"": 2.496, ""hp_score"": 13.561, ""pace_score"": 4.585, ""pedigree"": 0.988, ""training_degree_score"": 11.126, ""training_fitness"": 8.762, ""weight_impact"": 0.408}"
225370,03.06.2026,5,KV-9,KV,KV,7,ok,"{""bounce_score"": 0.61, ""degree_avg"": 36.325, ""degree_stability"": 1.024, ""degree_trend"": 17.205, ""form_trend"": 3.012, ""hp_score"": 31.947, ""track_suit"": 7.121, ""trainer_score"": 1.695, ""training_fitness"": 1.061}"
225375,03.06.2026,6,KV-6/DHÖW,KV,KV,6,ok,"{""bounce_score"": 4.325, ""degree_avg"": 1.41, ""degree_stability"": 1.338, ""distance_suit"": 5.155, ""form_trend"": 5.943, ""hp_score"": 25.967, ""jockey_score"": 4.646, ""pace_score"": 3.816, ""pedigree"": 1.135, ""trainer_score"": 5.185, ""training_degree_score"": 11.505, ""training_fitness"": 21.499, ""weight_impact"": 8.076}"
225367,03.06.2026,7,ŞARTLI 1/DHÖW,SARTLI,SART1,9,ok,"{""agf_score"": 88.997, ""pedigree"": 2.46, ""trainer_score"": 8.544}"
225371,03.06.2026,8,Handikap 14 /H2,HANDIKAP,HANDIKAP14,13,ok,"{""degree_stability"": 20.342, ""degree_trend"": 31.304, ""distance_suit"": 19.269, ""hp_score"": 16.68, ""jockey_score"": 1.088, ""pace_score"": 0.363, ""track_suit"": 2.995, ""trainer_score"": 7.959}"
225384,04.06.2026,1,Maiden/DHÖW,MAIDEN,MAIDEN,8,ok,"{""agf_score"": 18.943, ""bounce_score"": 3.933, ""degree_avg"": 20.141, ""distance_suit"": 27.057, ""form_trend"": 13.112, ""hp_score"": 7.997, ""pace_score"": 3.015, ""track_suit"": 3.186, ""trainer_score"": 2.486, ""training_fitness"": 0.131}"
225387,04.06.2026,1,Maiden/Dişi,MAIDEN,MAIDEN,11,ok,"{""agf_score"": 22.542, ""bounce_score"": 6.064, ""degree_stability"": 12.188, ""degree_trend"": 3.23, ""distance_suit"": 5.673, ""form_trend"": 10.763, ""hp_score"": 10.233, ""pace_score"": 2.599, ""pedigree"": 1.466, ""track_suit"": 4.013, ""trainer_score"": 3.729, ""training_degree_score"": 6.827, ""training_fitness"": 9.287, ""weight_impact"": 1.386}"
225394,04.06.2026,2,ŞARTLI 5,SARTLI,SART5,8,ok,"{""bounce_score"": 13.872, ""degree_stability"": 15.177, ""degree_trend"": 6.183, ""distance_suit"": 12.255, ""form_trend"": 4.148, ""hp_score"": 22.393, ""jockey_score"": 4.146, ""trainer_score"": 10.979, ""training_degree_score"": 0.949, ""training_fitness"": 6.463, ""weight_impact"": 3.435}"
225395,04.06.2026,2,ŞARTLI 3,SARTLI,SART3,7,ok,"{""bounce_score"": 30.54, ""degree_avg"": 4.446, ""degree_stability"": 0.791, ""distance_suit"": 1.141, ""form_trend"": 5.197, ""hp_score"": 34.164, ""pace_score"": 3.004, ""track_suit"": 8.771, ""training_degree_score"": 2.754, ""training_fitness"": 8.661, ""weight_impact"": 0.531}"
225388,04.06.2026,3,ŞARTLI 4,SARTLI,SART4,5,ok,"{""bounce_score"": 15.579, ""degree_avg"": 7.303, ""degree_stability"": 25.394, ""degree_trend"": 5.024, ""form_trend"": 9.64, ""hp_score"": 19.474, ""track_suit"": 7.556, ""trainer_score"": 0.506, ""training_fitness"": 8.744, ""weight_impact"": 0.779}"
225396,04.06.2026,3,Handikap 15/Dişi /H2,HANDIKAP,HANDIKAP15|Kum,7,ok,"{""degree_avg"": 18.655, ""degree_trend"": 3.016, ""hp_score"": 28.556, ""track_experience_score"": 19.696, ""track_suit"": 19.696, ""trainer_score"": 1.548, ""training_degree_score"": 8.834}"
225385,04.06.2026,4,Maiden/Dişi,MAIDEN,MAIDEN,11,ok,"{""agf_score"": 8.158, ""degree_avg"": 2.523, ""distance_suit"": 8.427, ""form_trend"": 2.878, ""hp_score"": 34.53, ""pace_score"": 1.837, ""track_suit"": 35.865, ""trainer_score"": 5.781}"
225393,04.06.2026,4,KV-6/Dişi,KV,KV,5,ok,"{""degree_stability"": 4.672, ""degree_trend"": 7.722, ""form_trend"": 10.552, ""hp_score"": 58.56, ""jockey_score"": 6.87, ""pedigree"": 1.704, ""track_suit"": 8.629, ""training_degree_score"": 1.292}"
225390,04.06.2026,5,Handikap 16/Dişi /H1,HANDIKAP,HANDIKAP16|Cim,10,ok,"{""bounce_score"": 10.086, ""degree_trend"": 30.168, ""form_trend"": 12.356, ""hp_score"": 1.19, ""pace_score"": 3.782, ""track_suit"": 9.859, ""trainer_score"": 10.222, ""training_degree_score"": 20.339, ""training_fitness"": 1.997}"
225400,04.06.2026,5,Handikap 14/DHÖW /H2,HANDIKAP,HANDIKAP14|Kum,16,ok,"{""age_score"": 6.243, ""degree_avg"": 12.402, ""distance_suit"": 12.749, ""form_trend"": 31.504, ""hp_score"": 7.676, ""pace_score"": 3.639, ""pedigree"": 0.517, ""track_experience_score"": 7.393, ""track_suit"": 10.005, ""trainer_score"": 3.654, ""training_fitness"": 4.218}"
225382,04.06.2026,6,Maiden/DHÖW,MAIDEN,MAIDEN,8,ok,"{""agf_score"": 21.454, ""bounce_score"": 1.836, ""degree_stability"": 7.889, ""distance_suit"": 2.308, ""form_trend"": 1.159, ""hp_score"": 29.023, ""jockey_score"": 5.613, ""pace_score"": 3.147, ""track_suit"": 7.029, ""trainer_score"": 3.425, ""training_degree_score"": 17.116}"
225399,04.06.2026,6,ŞARTLI 4/DHÖW/Y2,SARTLI,SART4,11,ok,"{""bounce_score"": 14.193, ""degree_avg"": 15.533, ""degree_stability"": 5.602, ""degree_trend"": 9.996, ""distance_suit"": 12.558, ""hp_score"": 19.748, ""jockey_score"": 4.689, ""pace_score"": 1.617, ""pedigree"": 0.115, ""track_suit"": 2.343, ""trainer_score"": 4.125, ""training_fitness"": 9.482}"
225391,04.06.2026,7,KV-9,KV,KV,4,ok,"{""bounce_score"": 19.718, ""degree_stability"": 9.859, ""distance_suit"": 11.141, ""form_trend"": 9.218, ""hp_score"": 9.859, ""jockey_score"": 9.859, ""pace_score"": 4.437, ""track_suit"": 17.835, ""trainer_score"": 8.075}"
225398,04.06.2026,7,Handikap 15/DHÖ/Dişi /H2,HANDIKAP,HANDIKAP15|Kum,12,ok,"{""bounce_score"": 6.396, ""degree_stability"": 5.229, ""degree_trend"": 12.602, ""distance_suit"": 6.355, ""form_trend"": 13.365, ""hp_score"": 17.475, ""jockey_score"": 2.764, ""pace_score"": 1.184, ""track_suit"": 21.85, ""trainer_score"": 0.371, ""training_degree_score"": 2.89, ""training_fitness"": 9.519}"
225386,04.06.2026,8,Maiden/Dişi,MAIDEN,MAIDEN,10,ok,"{""agf_score"": 21.161, ""degree_avg"": 5.369, ""distance_suit"": 16.232, ""form_trend"": 10.178, ""hp_score"": 26.042, ""pace_score"": 2.272, ""pedigree"": 1.18, ""track_suit"": 4.183, ""training_fitness"": 9.372, ""weight_impact"": 4.011}"
225392,04.06.2026,8,KV-6,KV,KV,4,ok,"{""degree_stability"": 41.111, ""degree_trend"": 3.48, ""hp_score"": 16.397, ""jockey_score"": 23.117, ""pedigree"": 2.455, ""track_suit"": 2.026, ""trainer_score"": 6.435, ""training_fitness"": 2.979, ""weight_impact"": 2.002}"
225383,04.06.2026,9,Maiden/DHÖW,MAIDEN,MAIDEN,6,ok,"{""agf_score"": 19.483, ""degree_stability"": 28.497, ""distance_suit"": 3.608, ""hp_score"": 4.747, ""pace_score"": 5.697, ""pedigree"": 6.374, ""trainer_score"": 5.342, ""training_degree_score"": 15.553, ""training_fitness"": 1.582, ""weight_impact"": 9.115}"
225397,04.06.2026,9,ŞARTLI 19/DHÖW,SARTLI,SARTLI,14,ok,"{""bounce_score"": 8.224, ""degree_avg"": 14.72, ""degree_stability"": 6.084, ""degree_trend"": 14.967, ""distance_suit"": 7.999, ""form_trend"": 6.01, ""hp_score"": 26.053, ""pedigree"": 3.098, ""track_suit"": 0.173, ""training_degree_score"": 10.525, ""training_fitness"": 2.146}"
225389,04.06.2026,10,Handikap 15/DHÖW/Dişi /H1,HANDIKAP,HANDIKAP15|Cim,13,ok,"{""age_score"": 34.745, ""bounce_score"": 3.643, ""distance_suit"": 3.862, ""form_trend"": 13.313, ""pace_score"": 6.245, ""track_suit"": 37.348, ""weight_impact"": 0.843}"
225402,05.06.2026,1,Maiden/DHÖW,MAIDEN,MAIDEN,9,ok,"{""agf_score"": 36.011, ""degree_stability"": 4.233, ""degree_trend"": 19.206, ""form_trend"": 6.452, ""hp_score"": 4.172, ""jockey_score"": 0.611, ""pace_score"": 7.123, ""pedigree"": 0.237, ""track_experience_score"": 5.292, ""track_suit"": 1.493, ""trainer_score"": 5.258, ""training_degree_score"": 8.799, ""training_fitness"": 1.113}"
225414,05.06.2026,1,SATIŞ 2,SATIS,SATIS,17,ok,"{""bounce_score"": 0.972, ""degree_avg"": 23.01, ""degree_trend"": 29.937, ""distance_suit"": 13.32, ""form_trend"": 6.696, ""hp_score"": 18.654, ""jockey_score"": 0.535, ""pace_score"": 2.673, ""pedigree"": 2.432, ""track_suit"": 1.115, ""training_fitness"": 0.656}"
225405,05.06.2026,2,Maiden,MAIDEN,MAIDEN,14,ok,"{""agf_score"": 26.165, ""bounce_score"": 14.391, ""degree_avg"": 16.289, ""distance_suit"": 8.431, ""form_trend"": 3.855, ""hp_score"": 6.09, ""jockey_score"": 4.408, ""pedigree"": 0.357, ""track_suit"": 3.73, ""trainer_score"": 5.841, ""training_fitness"": 9.197, ""weight_impact"": 1.246}"
225407,05.06.2026,2,ŞARTLI 4,SARTLI,SART4,6,ok,"{""bounce_score"": 18.447, ""degree_stability"": 4.758, ""distance_suit"": 16.366, ""form_trend"": 12.274, ""hp_score"": 31.69, ""pedigree"": 2.933, ""track_experience_score"": 6.068, ""track_suit"": 5.69, ""training_fitness"": 1.774}"
225409,05.06.2026,3,Handikap 16/Dişi /H1,HANDIKAP,HANDIKAP16|Cim,11,ok,"{""age_score"": 3.528, ""bounce_score"": 3.528, ""degree_trend"": 4.89, ""distance_suit"": 12.631, ""form_trend"": 13.845, ""hp_score"": 7.974, ""pace_score"": 4.234, ""training_degree_score"": 16.668, ""training_fitness"": 4.234, ""weight_impact"": 28.467}"
225413,05.06.2026,3,ŞARTLI 5,SARTLI,SART5,6,ok,"{""degree_stability"": 3.354, ""degree_trend"": 3.404, ""distance_suit"": 14.516, ""hp_score"": 40.077, ""pedigree"": 1.16, ""track_suit"": 21.098, ""trainer_score"": 2.319, ""training_fitness"": 14.074}"
225404,05.06.2026,4,Maiden,MAIDEN,MAIDEN,15,ok,"{""agf_score"": 21.918, ""bounce_score"": 4.816, ""degree_avg"": 16.651, ""distance_suit"": 17.794, ""form_trend"": 10.752, ""hp_score"": 22.308, ""pace_score"": 1.901, ""track_suit"": 3.86}"
225411,05.06.2026,4,ŞARTLI 4/DHÖ/Y2,SARTLI,SART4,12,ok,"{""age_score"": 11.931, ""degree_avg"": 19.515, ""degree_trend"": 0.71, ""form_trend"": 4.098, ""hp_score"": 22.941, ""jockey_score"": 5.508, ""pace_score"": 2.983, ""pedigree"": 1.509, ""track_experience_score"": 4.174, ""track_suit"": 4.174, ""trainer_score"": 6.532, ""training_fitness"": 9.525, ""weight_impact"": 6.401}"
225403,05.06.2026,5,Maiden/DHÖW,MAIDEN,MAIDEN,9,ok,"{""agf_score"": 28.424, ""degree_avg"": 1.652, ""degree_stability"": 8.362, ""degree_trend"": 0.48, ""distance_suit"": 13.951, ""form_trend"": 10.31, ""hp_score"": 19.862, ""pace_score"": 2.834, ""pedigree"": 3.614, ""trainer_score"": 0.458, ""training_degree_score"": 4.168, ""training_fitness"": 5.885}"
225421,05.06.2026,5,Handikap 16/DHÖW /H2,HANDIKAP,HANDIKAP16|Cim,19,ok,"{""degree_stability"": 20.111, ""distance_suit"": 7.226, ""form_trend"": 18.762, ""hp_score"": 25.392, ""jockey_score"": 3.116, ""pace_score"": 4.575, ""pedigree"": 1.021, ""track_suit"": 9.093, ""training_degree_score"": 4.676, ""training_fitness"": 6.029}"
225408,05.06.2026,6,KV-8,KV,KV,6,ok,"{""bounce_score"": 8.643, ""degree_avg"": 22.197, ""degree_stability"": 10.005, ""degree_trend"": 6.956, ""distance_suit"": 19.651, ""form_trend"": 0.35, ""hp_score"": 18.441, ""jockey_score"": 2.361, ""pedigree"": 1.353, ""track_experience_score"": 1.096, ""track_suit"": 1.096, ""training_fitness"": 3.908, ""weight_impact"": 3.942}"
225419,05.06.2026,6,ŞARTLI 19/DHÖW,SARTLI,SARTLI,20,ok,"{""degree_stability"": 24.864, ""distance_suit"": 9.954, ""form_trend"": 15.062, ""hp_score"": 14.937, ""pace_score"": 6.128, ""track_suit"": 5.811, ""trainer_score"": 4.697, ""training_degree_score"": 7.393, ""training_fitness"": 8.534, ""weight_impact"": 2.62}"
225410,05.06.2026,7,ŞARTLI 3/DHÖW/Dişi,SARTLI,SART3,7,ok,"{""bounce_score"": 8.961, ""degree_stability"": 30.884, ""distance_suit"": 5.866, ""form_trend"": 5.45, ""hp_score"": 19.552, ""jockey_score"": 6.843, ""pedigree"": 1.198, ""track_experience_score"": 4.961, ""trainer_score"": 4.033, ""training_degree_score"": 9.597, ""training_fitness"": 2.656}"
225418,05.06.2026,7,ŞARTLI 5/Dişi,SARTLI,SART5,11,ok,"{""bounce_score"": 22.384, ""degree_avg"": 21.041, ""distance_suit"": 17.508, ""form_trend"": 5.939, ""hp_score"": 11.136, ""pace_score"": 5.246, ""track_suit"": 15.69, ""trainer_score"": 1.056}"
225416,05.06.2026,8,ŞARTLI 3/DHÖW/Dişi,SARTLI,SART3,16,ok,"{""bounce_score"": 0.358, ""degree_avg"": 14.073, ""degree_stability"": 8.027, ""degree_trend"": 6.562, ""distance_suit"": 11.613, ""form_trend"": 12.12, ""hp_score"": 29.729, ""jockey_score"": 3.848, ""pedigree"": 2.335, ""trainer_score"": 1.449, ""training_fitness"": 7.647, ""weight_impact"": 2.24}"
225420,05.06.2026,8,Handikap 15/DHÖW /H2,HANDIKAP,HANDIKAP15|Cim,20,ok,"{""degree_stability"": 15.163, ""distance_suit"": 3.09, ""form_trend"": 24.849, ""jockey_score"": 3.487, ""pace_score"": 1.942, ""trainer_score"": 16.955, ""training_degree_score"": 14.284, ""training_fitness"": 17.03, ""weight_impact"": 3.2}"
225406,05.06.2026,9,Maiden,MAIDEN,MAIDEN,14,ok,"{""agf_score"": 26.214, ""bounce_score"": 20.338, ""degree_stability"": 5.991, ""form_trend"": 12.409, ""hp_score"": 9.119, ""track_suit"": 0.364, ""trainer_score"": 1.25, ""training_degree_score"": 20.259, ""training_fitness"": 3.423, ""weight_impact"": 0.633}"
225435,06.06.2026,1,Handikap 15 /H1,HANDIKAP,HANDIKAP15|Cim,10,ok,"{""bounce_score"": 25.007, ""degree_avg"": 44.73, ""degree_trend"": 18.872, ""form_trend"": 2.263, ""hp_score"": 0.109, ""pedigree"": 2.239, ""trainer_score"": 6.78}"
225439,06.06.2026,1,ŞARTLI 5/DHÖW,SARTLI,SART5,9,ok,"{""degree_avg"": 29.387, ""degree_stability"": 2.942, ""degree_trend"": 2.239, ""distance_suit"": 9.543, ""form_trend"": 17.081, ""hp_score"": 25.839, ""pace_score"": 6.201, ""pedigree"": 1.812, ""training_degree_score"": 0.634, ""training_fitness"": 3.79, ""weight_impact"": 0.531}"
225429,06.06.2026,2,KV-6/Dişi,KV,KV,5,ok,"{""bounce_score"": 3.374, ""degree_stability"": 8.3, ""degree_trend"": 30.702, ""hp_score"": 14.609, ""track_experience_score"": 9.852, ""track_suit"": 9.852, ""training_degree_score"": 0.54, ""training_fitness"": 22.773}"
225438,06.06.2026,2,ŞARTLI 4/Dişi/Y2,SARTLI,SART4,8,ok,"{""degree_avg"": 16.711, ""degree_trend"": 6.736, ""distance_suit"": 19.189, ""form_trend"": 5.344, ""hp_score"": 33.723, ""pedigree"": 0.578, ""track_experience_score"": 1.278, ""track_suit"": 1.278, ""training_degree_score"": 6.422, ""training_fitness"": 3.765, ""weight_impact"": 4.977}"
225425,06.06.2026,3,ŞARTLI 1/DHÖW,SARTLI,SART1,12,ok,"{""agf_score"": 59.507, ""pedigree"": 9.669, ""trainer_score"": 24.168, ""training_fitness"": 6.655}"
225436,06.06.2026,3,ŞARTLI 4,SARTLI,SART4,7,ok,"{""bounce_score"": 19.989, ""degree_avg"": 6.233, ""degree_stability"": 10.122, ""degree_trend"": 4.198, ""distance_suit"": 3.634, ""hp_score"": 44.612, ""pedigree"": 6.669, ""trainer_score"": 2.144, ""weight_impact"": 2.399}"
225422,06.06.2026,4,ŞARTLI 1/DHÖ,SARTLI,SART1,9,insufficient_signal,{}
225440,06.06.2026,4,Handikap 15/DHÖW /H2/Y1,HANDIKAP,HANDIKAP15|Kum,8,ok,"{""age_score"": 25.006, ""degree_avg"": 9.708, ""form_trend"": 5.074, ""hp_score"": 21.945, ""pace_score"": 1.248, ""pedigree"": 5.299, ""track_experience_score"": 0.291, ""track_suit"": 0.291, ""training_degree_score"": 31.137}"
225431,06.06.2026,5,ŞARTLI 3/DHÖ,SARTLI,SART3,10,ok,"{""bounce_score"": 16.049, ""distance_suit"": 5.851, ""form_trend"": 23.332, ""hp_score"": 21.531, ""jockey_score"": 0.094, ""pace_score"": 4.697, ""track_experience_score"": 9.809, ""track_suit"": 9.809, ""trainer_score"": 4.496, ""training_degree_score"": 0.634, ""weight_impact"": 3.698}"
225434,06.06.2026,5,ŞARTLI 5,SARTLI,SART5,6,ok,"{""bounce_score"": 7.964, ""degree_avg"": 0.608, ""degree_stability"": 5.618, ""degree_trend"": 5.929, ""distance_suit"": 7.464, ""form_trend"": 17.838, ""jockey_score"": 12.886, ""pace_score"": 5.43, ""pedigree"": 1.991, ""track_experience_score"": 7.008, ""track_suit"": 7.008, ""training_degree_score"": 4.336, ""training_fitness"": 15.92}"
225426,06.06.2026,6,KV-7,KV,KV,6,ok,"{""distance_suit"": 37.665, ""form_trend"": 39.913, ""jockey_score"": 0.385, ""track_experience_score"": 4.983, ""track_suit"": 4.983, ""training_degree_score"": 4.533, ""weight_impact"": 7.538}"
